Family,PlaybackAsset,Derivation,OriginalPackage,FPS,Samples,Seconds,RateScale,PreviousRole
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Guard_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Guard/AC_EmpireHalberd_E_Guard_Start,30/1,14,0.4333333373069763,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Guard_Suc,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Guard/AC_EmpireHalberd_E_Guard_Suc,30/1,31,1.0,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Pierce_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Pierce/AC_EmpireHalberd_E_Pierce_01,834788/13899,255,4.22903299331665,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Pierce_02,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Pierce/AC_EmpireHalberd_E_Pierce_02,5293252/88399,190,3.156360387802124,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Push_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Push/AC_EmpireHalberd_E_Push_01,5110150/84993,112,1.8461734056472778,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Push_02,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Push/AC_EmpireHalberd_E_Push_02,3340194/55655,172,2.8492372035980225,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_RoundAttack,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/RoundAttack/AC_EmpireHalberd_E_RoundAttack,5320789/88818,168,2.787670373916626,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_RoundAttack_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/RoundAttack/AC_EmpireHalberd_E_RoundAttack_Start,30/1,30,0.9666666388511658,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Smash_End_New,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Smash/AC_EmpireHalberd_E_Smash_End_New,4063711/67910,150,2.48998761177063,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Smash_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Smash/AC_EmpireHalberd_E_Smash_Start,4260003/71000,143,2.3666648864746094,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_SprintSwing_End,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/SprintSwing/AC_EmpireHalberd_E_SprintSwing_End,2479907/41400,130,2.1535484790802,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_SprintSwing_Loop,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/SprintSwing/AC_EmpireHalberd_E_SprintSwing_Loop,4517924/75517,35,0.5683092474937439,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_SprintSwing_Start,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/SprintSwing/AC_EmpireHalberd_E_SprintSwing_Start,799977/13241,30,0.4800000488758087,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Swing_01_New,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Swing/AC_EmpireHalberd_E_Swing_01_New,5927875/99016,156,2.589035749435425,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Swing_02_New,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Swing/AC_EmpireHalberd_E_Swing_02_New,5730808/95511,230,3.81656813621521,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Swing_03_New,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Swing/AC_EmpireHalberd_E_Swing_03_New,3116878/51903,247,4.0964508056640625,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_TurnAttack,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/TurnAttack/AC_EmpireHalberd_E_TurnAttack,5915983/98486,276,4.578047275543213,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_TurnAttack_Fast,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/TurnAttack/AC_EmpireHalberd_E_TurnAttack_Fast,5989813/99667,262,4.342887878417969,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Turn_L,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Moving/Reaction/AC_EmpireHalberd_E_Turn_L,30/1,31,1.0,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Turn_L_180,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Moving/Reaction/AC_EmpireHalberd_E_Turn_L_180,30/1,61,2.0,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Turn_Peace_L,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Moving/Reaction/AC_EmpireHalberd_E_Turn_Peace_L,30/1,39,1.2666666507720947,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Turn_Peace_R,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Moving/Reaction/AC_EmpireHalberd_E_Turn_Peace_R,30/1,44,1.4333332777023315,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Turn_R,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Moving/Reaction/AC_EmpireHalberd_E_Turn_R,30/1,31,1.0,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Turn_R_180,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Moving/Reaction/AC_EmpireHalberd_E_Turn_R_180,30/1,61,2.0,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Vigilant_FreakOut_Armed,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Vigilant/FreakOut_Armed/AC_EmpireHalberd_E_Vigilant_FreakOut_Armed,30/1,39,1.2666666507720947,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_AC_EmpireHalberd_E_Vigilant_LookAround,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireHalberd_E/Skill/Vigilant/LookAround/AC_EmpireHalberd_E_Vigilant_LookAround,30/1,278,9.233333587646484,1.0,PlaybackClip
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_LOD_Pose,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_LOD_Pose,30/1,2,0.03333333507180214,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_LockOnWalk_B,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_LockOnWalk_B,30/1,51,1.6666666269302368,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_LockOnWalk_F,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_LockOnWalk_F,30/1,51,1.6666666269302368,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_LockOnWalk_L,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_LockOnWalk_L,30/1,51,1.6666666269302368,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_LockOnWalk_R,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_LockOnWalk_R,30/1,51,1.6666666269302368,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_Run_F,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_Run_F,30/1,33,1.0666667222976685,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_Stand_F,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_Stand_F,30/1,121,4.0,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_Stand_Peace_F,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_Stand_Peace_F,30/1,121,4.0,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_Walk_F,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_Walk_F,30/1,51,1.6666666269302368,1.0,SourceSequence
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/Playback/A_EN_PLAY_CA_M_Halberd_Walk_Peace_F,DirectOriginalTimeline,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Named/Halberd/Animation/CA_M_Halberd_Walk_Peace_F,30/1,37,1.2000000476837158,1.0,SourceSequence
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_End_01,30/1,51,1.6666666269302368,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_End_02,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_End_02,30/1,31,1.0,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_End_03,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_End_03,30/1,51,1.6666666269302368,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Loop_01,30/1,306,10.166666984558105,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Loop_02,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Loop_02,30/1,361,12.0,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Loop_03,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Loop_03,30/1,86,2.8333332538604736,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Search_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Search_End_01,30/1,36,1.1666666269302368,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Search_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Search_Loop_01,30/1,266,8.833333015441895,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Sit_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Sit_End_01,30/1,46,1.5,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Sit_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Sit_Loop_01,30/1,231,7.666666507720947,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Talk_End_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Talk_End_01,30/1,31,1.0,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Basic_Talk_Loop_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Basic_Talk_Loop_01,30/1,241,8.0,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_Falling,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_EmpireSwordHArmor_Falling,30/1,4,0.10000000149011612,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSting_Step1,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/06_SwordSting/AC_EmpireSwordHArmor_SwordSting_Step1,4876021/80524,54,0.8752570748329163,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSting_Step2,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/06_SwordSting/AC_EmpireSwordHArmor_SwordSting_Step2,30/1,31,1.0,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSting_Step3,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/06_SwordSting/AC_EmpireSwordHArmor_SwordSting_Step3,5241067/87110,115,1.8947553634643555,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_01_Step1,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/01_SwordSwing_01/AC_EmpireSwordHArmor_SwordSwing_01_Step1,5406872/90113,131,2.1666297912597656,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_01_Step2,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/01_SwordSwing_01/AC_EmpireSwordHArmor_SwordSwing_01_Step2,4921533/82024,117,1.933296799659729,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_01_Step3,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/01_SwordSwing_01/AC_EmpireSwordHArmor_SwordSwing_01_Step3,5713457/95221,126,2.083261489868164,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_01_Step4,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/01_SwordSwing_01/AC_EmpireSwordHArmor_SwordSwing_01_Step4,30/1,90,2.9666666984558105,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_02_Step1,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/02_SwordSwing_02/AC_EmpireSwordHArmor_SwordSwing_02_Step1,4387767/73259,125,2.0703277587890625,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_02_Step2,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/02_SwordSwing_02/AC_EmpireSwordHArmor_SwordSwing_02_Step2,30/1,58,1.899999976158142,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_03_Step1,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/03_SwordSwing_03/AC_EmpireSwordHArmor_SwordSwing_03_Step1,5243053/87632,147,2.4402332305908203,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_03_Step2,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/03_SwordSwing_03/AC_EmpireSwordHArmor_SwordSwing_03_Step2,1297623/21589,179,2.961447238922119,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_03_Step3,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/03_SwordSwing_03/AC_EmpireSwordHArmor_SwordSwing_03_Step3,30/1,79,2.5999999046325684,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_Turn_L,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/04_SwordSwing_Turn_L/AC_EmpireSwordHArmor_SwordSwing_Turn_L,5087446/84673,166,2.746180534362793,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_EmpireSwordHArmor_SwordSwing_Turn_R,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Skill/05_SwordSwing_Turn_R/AC_EmpireSwordHArmor_SwordSwing_Turn_R,5320000/88671,134,2.2167749404907227,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageDown_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageDown_B,30/1,22,0.699999988079071,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageDown_F,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageDown_F,30/1,22,0.699999988079071,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageFinalBlow,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageFinalBlow,30/1,106,3.5,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageFinalBlow_Wraith,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageFinalBlow_Wraith,30/1,106,3.5,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageGrapple_Atk_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageGrapple_Atk_01,30/1,49,1.600000023841858,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageGrapple_Atk_02,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageGrapple_Atk_02,30/1,34,1.100000023841858,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageGrapple_Atk_B_01,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageGrapple_Atk_B_01,30/1,41,1.3333333730697632,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageGrapple_Atk_B_02,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageGrapple_Atk_B_02,30/1,76,2.5,1.0,PlaybackClip
HeavySwordsman,/Game/_Art/Enemies/HeinMach/Humanoids/HeavySwordsman/Animations/Playback/A_EN_PLAY_AC_Empire_SwordHArmor_DamageNormal_D_B,CompositeBake,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/Empire_SwordHArmor/Moving/Reaction/AC_Empire_SwordHArmor_DamageNormal_D_B,2527651/41988,62,1.0132997035980225,1.0,PlaybackClip
