SourcePackage,Destination,PlaybackDerivation,FPSNumerator,FPSDenominator,Samples,DurationSeconds,SourceSequenceLength,DilationApplied,RateScale
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/16_BackMoving/AC_ApesStoneHand_E_BackMoving_02,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_BackMoving_02,CompositeBake,5061557,84627,103,1.705395,1.8666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/17_FastMove/AC_ApesStoneHand_E_FastMove,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_FastMove,CompositeBake,2110303,35156,153,2.5322013,2.6666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/18_SideMove/AC_ApesStoneHand_E_SideMove_L_Step1,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_SideMove_L_Step1,CompositeBake,5342577,89339,51,0.836104,0.93,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/18_SideMove/AC_ApesStoneHand_E_SideMove_L_Step2,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_SideMove_L_Step2,CompositeBake,3991357,66328,113,1.8612056,2.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/18_SideMove/AC_ApesStoneHand_E_SideMove_R_Step1,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_SideMove_R_Step1,CompositeBake,4082805,68273,51,0.8361041,0.93,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/18_SideMove/AC_ApesStoneHand_E_SideMove_R_Step2,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_SideMove_R_Step2,CompositeBake,3310525,55014,113,1.8612057,2.0,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/20_TurnBackRun_Short/AC_ApesStoneHand_E_TurnBackRun_Short_01,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_TurnBackRun_Short_01,CompositeBake,3086122,51577,69,1.1364541,1.23,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/20_TurnBackRun_Short/AC_ApesStoneHand_E_TurnBackRun_Short_02,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_TurnBackRun_Short_02,CompositeBake,5171335,86431,102,1.6880614,1.8,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/21_StaminaRecover/AC_ApesStoneHand_E_StaminaRecover,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_StaminaRecover,CompositeBake,3844909,64099,110,1.8171538,2.5333333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/22_Social/AC_ApesStoneHand_E_Social,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Social,CompositeBake,10300,343,104,3.43,3.43,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/23_Roar/AC_ApesStoneHand_E_Roar,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_Roar_81adb838,CompositeBake,305863,5086,165,2.727051,2.3333333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/24_StartSkill/AC_ApesStoneHand_E_StartRoar,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_StartRoar,CompositeBake,5621933,93647,146,2.4153285,2.3333333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/25_Groggy/AC_ApesStoneHand_E_GroggyStr_F_End,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_GroggyStr_F_End_9b2dcb55,CompositeBake,30,1,70,2.3,2.3,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Apes/ApesStoneHand_E/Skill/25_Groggy/AC_ApesStoneHand_E_GroggyStr_F_Loop,/Game/_Art/Enemies/Shared/Elites/ApesStoneHandElite/Animations/Playback/A_EN_PLAY_AC_ApesStoneHand_E_GroggyStr_F_Loop_ee3ce7ee,CompositeBake,30,1,66,2.1666667,2.1666667,False,1.0
