Family,Kind,UnrealAsset,OriginalPackage,DurationSeconds,SampleCount,FrameRateNumerator,FrameRateDenominator,PlayRate,TimingContract
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageNormal_L_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageNormal_L_F,0.7,22,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageNormal_R_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageNormal_R_F,0.7,22,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageNormal_U_B,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageNormal_U_B,0.7,22,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageNormal_U_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageNormal_U_F,0.7,22,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageParry_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageParry_F,1.5,46,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageStrong_D_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageStrong_D_F,1.1,34,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageStrong_D_F2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageStrong_D_F2,1.1,34,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageStrong_L_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageStrong_L_F,1.1,34,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageStrong_R_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageStrong_R_F,1.1,34,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageStrong_U_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageStrong_U_F,1.1,34,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageWeak_D_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageWeak_D_F,0.4,13,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageWeak_L_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageWeak_L_F,0.4,13,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageWeak_R_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageWeak_R_F,0.4,13,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageWeak_U_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageWeak_U_F,0.4,13,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Die_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Die_F,2.6333334,80,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Down_B_Loop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Down_B_Loop,1.6,49,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Down_F_Loop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Down_F_Loop,1.6,49,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FallDown_Loop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FallDown_Loop,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FallDown_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FallDown_Start,2.0,61,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireBall_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireBall_End,3.1666667,96,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireBall_Loop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireBall_Loop,3.6666667,111,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireBall_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireBall_Start,3.6,109,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireLine,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireLine,2.8333333,86,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireLine_Dodge_B,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireLine_Dodge_B,1.3333334,41,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireRandom_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireRandom_End,1.9333333,59,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireRandom_Loop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireRandom_Loop,1.2,37,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FireRandom_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FireRandom_Start,2.3,70,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_FootSword,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_FootSword,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Getup_B,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Getup_B,1.8666667,57,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Getup_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Getup_F,1.3,40,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Groggy_F_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Groggy_F_End,1.3333334,41,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Groggy_F_Loop,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Groggy_F_Loop,2.0,61,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Groggy_F_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Groggy_F_Start,1.1666666,36,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_LockOnWalk_B,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_LockOnWalk_B,1.0666667,33,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_LockOnWalk_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_LockOnWalk_F,1.0666667,33,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_LockOnWalk_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_LockOnWalk_L,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_LockOnWalk_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_LockOnWalk_R,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleChairSit_End_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleChairSit_End_01,1.8,55,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleChairSit_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleChairSit_Loop_01,11.0,331,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSearch_End_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleSearch_End_01,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSearch_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleSearch_Loop_01,15.0,451,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSit_End_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleSit_End_01,2.6666667,81,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSit_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleSit_Loop_01,8.833333,266,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleTalk_End_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleTalk_End_01,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleTalk_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_NoBattleTalk_Loop_01,10.9,328,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Run_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Run_F,0.8666667,27,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Run_Peace_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Run_Peace_F,0.6666667,21,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Stand_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Stand_F,3.3333333,101,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Stand_Peace_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Stand_Peace_F,8.0,241,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Turn_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Turn_L,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Turn_L_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Turn_L_180,1.5333333,47,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Turn_Peace_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Turn_Peace_L,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Turn_Peace_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Turn_Peace_R,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Turn_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Turn_R,1.0,31,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Turn_R_180,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Turn_R_180,1.5333333,47,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Walk_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Walk_F,1.0666667,33,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Walk_Peace_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Walk_Peace_F,1.2,37,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Adult_M_EmpireMagic_Vigilant_FreakOut_Equip,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_Human_Adult_M_EmpireMagic_Vigilant_FreakOut_Equip,1.9333333,59,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Adult_M_EmpireMagic_Vigilant_FreakOut_UnEquip,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_Human_Adult_M_EmpireMagic_Vigilant_FreakOut_UnEquip,2.0333333,62,30,1,1.0,Original sequence time
Mage,SourceSequence,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Adult_M_EmpireMagic_Vigilant_LookAround,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_Human_Adult_M_EmpireMagic_Vigilant_LookAround,9.533334,287,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Ballista_Ballista_Hand_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Ballista_Ballista_Hand_End,4.1,124,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Ballista_Hand_Battle,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Ballista_Hand_Battle,2.3333333,71,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Ballista_Hand_Idle,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Ballista_Hand_Idle,1.8333334,56,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_Ballista_Hand_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_Ballista_Hand_Start,3.6666667,111,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_CarryASword,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_CarryASword,1.5666667,48,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_CarryASword02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_CarryASword02,1.5666667,48,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_CarryASword_Turn_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_CarryASword_Turn_L,1.1333333,35,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_CarryASword_Turn_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_CarryASword_Turn_R,1.6666666,51,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_ClimbingWall_Down_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_ClimbingWall_Down_End,1.0,31,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_ClimbingWall_Down_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_ClimbingWall_Down_L,0.6,19,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_ClimbingWall_Down_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_ClimbingWall_Down_R,0.6,19,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_ClimbingWall_Down_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_ClimbingWall_Down_Start,1.1333333,35,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_ClimbingWall_Loop_L_Idle,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_ClimbingWall_Loop_L_Idle,1.6666666,51,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_ClimbingWall_Loop_R_Idle,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_ClimbingWall_Loop_R_Idle,1.6666666,51,30,1,1.0,Original sequence time
Swordsman,SourceSequence,/Game/_Art/Enemies/HeinMach/Humanoids/Swordsman/Animations/SourceSequences/A_EN_SRC_CA_M_EmpSwd_ClimbingWall_Up_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireSword3/CA_M_EmpSwd_ClimbingWall_Up_End,1.7,52,30,1,1.0,Original sequence time
