Family,PlaybackAsset,SourceAssets,Classification,Changes,CompositeSeconds,PlaybackSeconds,FrameRate,MaxTimeWarpSeconds
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Turn_Peace_L,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Turn_Peace_L,EquivalentSourceTimeline,,1.2666667,1.2666667,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Turn_Peace_R,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Turn_Peace_R,EquivalentSourceTimeline,,1.4333333,1.4333333,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Turn_R,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Turn_R,EquivalentSourceTimeline,,1.0,1.0,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Turn_R_180,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Turn_R_180,EquivalentSourceTimeline,,2.0,2.0,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_BackDashCounter_Atk,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Whirlwind,ChangedTimeline,dilation_time_warp | source_trim,3.73,3.9821405,"[4681822, 78007]",0.26941229999999994
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_BackDashCounter_Parried,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_DamageParry_F,ChangedTimeline,source_trim,1.33,1.33,"[4000, 133]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_BackDashCounter_Start,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_BackDash,ChangedTimeline,dilation_time_warp | source_trim,0.77,0.8697752,"[5447242, 91113]",0.15730501999999996
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_ChargeAttack_End,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_ChargeAttack_End,ChangedTimeline,dilation_time_warp | source_trim,2.74,3.2718608,"[3759023, 62750]",0.5318616999999999
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_ChargeAttack_End_New,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_ChargeAttack_End,ChangedTimeline,dilation_time_warp,2.9333334,3.4651942,"[4324897, 72051]",0.5318616999999999
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_ChargeAttack_Loop,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_ChargeAttack_Loop,ChangedTimeline,dilation_time_warp | loop_count,1.2,1.0469636,"[847912, 14091]",0.15303639999999996
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_ChargeAttack_Start,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_ChargeAttack_Start,ChangedTimeline,dilation_time_warp,1.4666667,1.4554662,"[5891570, 98563]",0.0949297
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_ChargeAttack_Start_Fast,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_ChargeAttack_Start,ChangedTimeline,dilation_time_warp | source_trim,0.4666667,0.7055926,"[5734703, 96342]",0.24885300000000005
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_DownUpperSlash_01,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_DownUpperSlash_01,ChangedTimeline,dilation_time_warp | source_trim,2.18,3.0983121,"[442621, 7373]",0.9183120999999996
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_DownUpperSlash_02,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_DownUpperSlash_02,ChangedTimeline,dilation_time_warp | source_trim,1.35,2.0260763,"[4727051, 78503]",0.6760767000000001
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Guard_Brk,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_Guard_F_Brk,ChangedTimeline,source_trim,0.89,0.89,"[2700, 89]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Guard_Brk_End,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_End,ChangedTimeline,source_trim,0.46666664,0.46666664,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Guard_End,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_End,EquivalentSourceTimeline,,0.96666664,0.96666664,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Guard_Loop,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_Loop,EquivalentSourceTimeline,,1.1,1.1,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Guard_Start,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_Start,EquivalentSourceTimeline,,0.43333334,0.43333334,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Guard_Suc,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_Guard_F_Suc,EquivalentSourceTimeline,,1.0,1.0,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Down,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_GuardAttack_02,ChangedTimeline,dilation_time_warp,1.7666667,2.0053446,"[3188639, 53286]",0.27560497999999994
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Failed,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_End,EquivalentSourceTimeline,,0.96666664,0.96666664,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Loop,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_Loop,ChangedTimeline,source_trim,0.5,0.5,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Parried,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_DamageParry_F,EquivalentSourceTimeline,,1.5,1.5,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Start,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_Start | /Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_Guard_F_Suc,ChangedTimeline,dilation_time_warp | multiple_segments | segment_start_offset | source_trim,0.3,0.23662178,"[2697089, 45585]",0.06337821999999999
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_GuardCounter_Upper,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_GuardAttack_01,ChangedTimeline,dilation_time_warp,2.1,2.6864374,"[4989648, 83257]",0.5864379
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Pierce_01,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Pierce_F_01,ChangedTimeline,dilation_time_warp | source_trim,4.0,4.229033,"[834788, 13899]",0.22903300000000026
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Pierce_02,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Pierce_F_02,ChangedTimeline,dilation_time_warp | source_trim,3.3,3.1563604,"[5293252, 88399]",0.29563119999999987
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_Pierce_01,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Pierce_F_01,ChangedTimeline,dilation_time_warp | source_trim,4.0,4.229033,"[834788, 13899]",0.22903300000000026
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_Pierce_02,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Pierce_F_02,ChangedTimeline,dilation_time_warp | source_trim,3.3,3.1563604,"[5293252, 88399]",0.29563119999999987
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Push_01,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Push_01,ChangedTimeline,dilation_time_warp | source_trim,2.4,1.8461734,"[5110150, 84993]",0.5538265999999998
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Push_02,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Push_02,ChangedTimeline,dilation_time_warp | source_trim,2.3,2.8492372,"[3340194, 55655]",0.5492372000000003
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_Push_01,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Push_01,ChangedTimeline,dilation_time_warp | source_trim,2.4,1.8461734,"[5110150, 84993]",0.5538265999999998
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_Push_02,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Push_02,ChangedTimeline,dilation_time_warp | source_trim,2.3,2.8492372,"[3340194, 55655]",0.5492372000000003
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_RoundAttack,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_RoundAttack,ChangedTimeline,dilation_time_warp | source_trim,1.68,2.7876704,"[5320789, 88818]",1.1076704000000002
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_RoundAttack_Start,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_Guard_F_End,EquivalentSourceTimeline,,0.96666664,0.96666664,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Smash_End_New,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Smash_End,ChangedTimeline,dilation_time_warp,2.6,2.4899876,"[4063711, 67910]",0.14189114999999997
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Smash_Start,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Smash_Start,EquivalentSourceTimeline,,2.3666666,2.366665,"[4260003, 71000]",1.8000000001627825e-06
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_SprintSwing_End,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_SprintSwing_End,ChangedTimeline,dilation_time_warp | source_trim,1.67,2.1535485,"[2479907, 41400]",0.4835492000000001
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_SprintSwing_Loop,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_SprintSwing_Loop,ChangedTimeline,dilation_time_warp,0.6666667,0.56830925,"[4517924, 75517]",0.09835744999999996
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_SprintSwing_Start,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_SprintSwing_Start,ChangedTimeline,dilation_time_warp | source_trim,0.39999998,0.48000005,"[799977, 13241]",0.08000007000000003
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_SprintSwing_End,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_SprintSwing_End,ChangedTimeline,dilation_time_warp | source_trim,1.67,2.1535485,"[2479907, 41400]",0.4835492000000001
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Swing_01_New,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Swing_01,ChangedTimeline,dilation_time_warp,2.2,2.5890357,"[5927875, 99016]",0.38903580000000026
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Swing_02_New,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Swing_02,ChangedTimeline,dilation_time_warp | source_trim,3.5,3.8165681,"[5730808, 95511]",0.31656850000000025
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Swing_03_New,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Swing_03,ChangedTimeline,dilation_time_warp,3.4666667,4.096451,"[3116878, 51903]",0.6297842999999999
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_Swing_01,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Swing_01,ChangedTimeline,dilation_time_warp,2.2,2.5890357,"[5927875, 99016]",0.38903580000000026
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_Swing_02,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Swing_02,ChangedTimeline,dilation_time_warp | source_trim,3.5,3.8165681,"[5730808, 95511]",0.31656850000000025
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Early_Swing_03,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_EmpireHalberd_Swing_03,ChangedTimeline,dilation_time_warp,3.4666667,4.096451,"[3116878, 51903]",0.6297842999999999
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_TurnAttack,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_TurnAttack,ChangedTimeline,dilation_time_warp | source_trim,4.5,4.5780473,"[5915983, 98486]",0.2598088999999999
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_TurnAttack_Fast,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_TurnAttack,ChangedTimeline,dilation_time_warp | source_trim,3.6,4.342888,"[5989813, 99667]",0.7428880000000002
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Vigilant_FreakOut_Armed,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Halberd_FreakOutWithWeapon,EquivalentSourceTimeline,,1.2666667,1.2666667,"[30, 1]",0
HalberdElite,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireHalberd_E_Vigilant_LookAround,/Game/_Art/Enemies/HeinMach/Humanoids/HalberdElite/Animations/SourceSequences/A_EN_SRC_CA_M_Human_Elite_M_Halberd_Vigilant_LookAround,EquivalentSourceTimeline,,9.233334,9.233334,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EMagic_DamageGrapple_Atk_B_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageGrapple_Atk_B_01,EquivalentSourceTimeline,,1.3333334,1.3333334,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EMagic_DamageGrapple_Atk_B_02,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageGrapple_Atk_B_02,EquivalentSourceTimeline,,2.5,2.5,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_ChairSit_End_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleChairSit_End_01,EquivalentSourceTimeline,,1.8,1.8,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_ChairSit_Loop_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleChairSit_Loop_01,EquivalentSourceTimeline,,11.0,11.0,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_End_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_End_01,EquivalentSourceTimeline,,1.6666666,1.6666666,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Loop_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_Loop_01,EquivalentSourceTimeline,,7.0,7.0,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Search_End_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSearch_End_01,EquivalentSourceTimeline,,1.0,1.0,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Search_End_02,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_Search_End_02,EquivalentSourceTimeline,,1.6666666,1.6666666,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Search_Loop_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSearch_Loop_01,EquivalentSourceTimeline,,15.0,15.0,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Search_Loop_02,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_Search_Loop_02,EquivalentSourceTimeline,,8.666667,8.666667,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Sit_End_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSit_End_01,EquivalentSourceTimeline,,2.6666667,2.6666667,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Sit_Loop_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleSit_Loop_01,EquivalentSourceTimeline,,8.833333,8.833333,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Talk_End_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleTalk_End_01,EquivalentSourceTimeline,,1.0,1.0,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Talk_Loop_01,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_NoBattleTalk_Loop_01,EquivalentSourceTimeline,,10.9,10.9,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Down,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageAir_B,ChangedTimeline,source_trim,0.167,0.167,"[5000, 167]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Land,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageAir_B,ChangedTimeline,source_trim,0.89903337,0.89903337,"[2000869, 66624]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Peak,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageAir_B,ChangedTimeline,source_trim,0.10000001,0.10000001,"[30, 1]",0
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Up,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageAir_B,ChangedTimeline,source_trim,0.167,0.167,"[5000, 167]",0
