Family,SourceAsset,OriginalPackage,Decision,Reasons,CurrentReferencers,OriginalDirectConsumers,PlaybackAssets
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Getup_F_c6f6729e,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_Getup_F,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Getup_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattleChairSit_End_01_ca08d3cc,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattleChairSit_End_01,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_ChairSit_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_ChairSit_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_ChairSit_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattleGuard_End_01_20c24284,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattleGuard_End_01,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattleGuard_Loop_01_c2faf1c2,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattleGuard_Loop_01,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_Loop_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_Loop_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Guard_Loop_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattleSearch_End_02_f8cbe71d,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattleSearch_End_02,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Search_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Search_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Search_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattleSit_End_01_7d6cda73,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattleSit_End_01,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Sit_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Sit_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Sit_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattleTalk_End_01_bcb959f4,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattleTalk_End_01,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmirepBow_Basic_Talk_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmirepBow_Basic_Talk_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmirepBow_Basic_Talk_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattle_Basic_End_01_6d8a70f5,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattle_Basic_End_01,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_End_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_NoBattle_Basic_Loop_01_72e4aa0f,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_NoBattle_Basic_Loop_01,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Loop_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Loop_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Basic_Loop_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Stand_F_b1c41e36,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_Stand_F,RetainOriginal,CurrentProjectConsumer | OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Blueprints/BP_EN_Archer_U01_L01 | /Game/_Art/Enemies/HeinMach/Humanoids/Archer/Blueprints/BP_EN_Archer_U01_L02 | /Game/_Art/Enemies/HeinMach/Humanoids/Archer/Blueprints/BP_EN_Archer_U02_L01 | /Game/_Art/Enemies/HeinMach/Humanoids/Archer/Blueprints/BP_EN_Archer_U02_L02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/CA_M_EmpBow_Stand_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/CA_M_Human_Adult_M_EmpireBow_Vigilant_LookAround:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Base_Setting/WS_EmpireBow_Bow:Properties.DefaultAnimation.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Base_Setting/WS_EmpireBow_Bow_StormPass_InnerTrial:Properties.DefaultAnimation.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Base_Setting/WS_EmpireBow_Early_Bow:Properties.DefaultAnimation.ObjectPath | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageGrapple_Atk_01:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_DamageGrapple_Atk_02:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Groggy_End:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Groggy_Loop:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Run_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Stand_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Turn_L:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Turn_L_180:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Turn_R:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Turn_R_180:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/Reaction/AC_EmpireBow_Walk_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/01_BasicShoot/AC_EmpireBow_BasicShoot_Stand:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/01_BasicShoot/AC_EmpireBow_BasicShoot_Stand:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/01_BasicShoot/AC_EmpireBow_BasicShoot_Stand:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/02_FastShoot/AC_EmpireBow_FastShoot_Start:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TunrKick_Start:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TunrKick_Start:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TunrKick_Start:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/Vigilant/FreakOut_Armed/AC_EmpireBow_Vigilant_FreakOut_Armed:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_Stand_Peace_F_dc5a01d8,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_Stand_Peace_F,RetainOriginal,OriginalDirectConsumerNotReplaced,,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/CA_M_EmpBow_Run_Peace_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/CA_M_EmpBow_Stand_Peace_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/CA_M_EmpBow_Turn_Peace_L:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/CA_M_EmpBow_Turn_Peace_R:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/CA_M_EmpBow_Walk_Peace_F:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Moving/PeaceIdle/AC_EmpireBow_Stand_Peace:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/Vigilant/FreakOut_UnArmed/AC_EmpireBow_Vigilant_FreakOut_UnArmed:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/PlaybackClips/A_EN_PLAY_AC_EmpBow_Peace
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_TurnKick_Attack_70cda1c4,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_TurnKick_Attack,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/00_DestroyObject/AC_EmpireBow_TurnKick_DestroyObject:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/00_DestroyObject/AC_EmpireBow_TurnKick_DestroyObject:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/00_DestroyObject/AC_EmpireBow_TurnKick_DestroyObject:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TurnKick_Attack:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TurnKick_Attack:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TurnKick_Attack:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Archer,/Game/_Art/Enemies/HeinMach/Humanoids/Archer/Animations/SourceSequences/A_EN_SRC_CA_M_EmpBow_TurnKick_Move_c54401a0,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireBow/Weapon/CA_M_EmpBow_TurnKick_Move,RetainOriginal,OriginalDirectConsumerNotReplaced | NoBakedPlaybackCoverage,,BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TurnKick_Move:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TurnKick_Move:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName | BBQ/Content/_Kazan_/Design/Monster/Human/Empire/EmpireBow/Skill/04_TurnKick/AC_EmpireBow_TurnKick_Move:Properties.Animations[0].DefaultWeaponAnimation.AssetPathName,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_End_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Basic_End_01,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_End_01
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_Loop_01,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Basic_Loop_01,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Loop_01
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_Search_End_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Basic_Search_End_02,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Search_End_02
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_Basic_Search_Loop_02,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_Basic_Search_Loop_02,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Basic_Search_Loop_02
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_CarryASword,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_CarryASword,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Equip
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_CarryASword_Turn_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_CarryASword_Turn_L,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Equip_Turn_L
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_CarryASword_Turn_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_CarryASword_Turn_R,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_Equip_Turn_R
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Down_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Down_End,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Down_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Down_L,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Down_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Down_R,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Down_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Down_Start,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Loop_L_Idle,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Loop_L_Idle,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Loop_R_Idle,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Loop_R_Idle,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Up_End,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Up_End,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Up_L,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Up_L,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Up_R,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Up_R,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_ClimbingWall_Up_Start,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_ClimbingWall_Up_Start,RetainOriginal,NoBakedPlaybackCoverage,,,
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageAir_B,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageAir_B,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Down | /Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Land | /Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Peak | /Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_B_Up
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageAir_F,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageAir_F,DeleteBackingSource,,,,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_F_Down | /Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_F_Land | /Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_F_Peak | /Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/PlaybackClips/A_EN_PLAY_AC_EmpireMagic_DamageAir_F_Up
Mage,/Game/_Art/Enemies/OtherRegions/Humanoids/Mage/Animations/SourceSequences/A_EN_SRC_CA_M_EMagic_DamageDown_B,BBQ/Content/_Kazan_/Art/Character/CHA_Model/Monster_Human/Adult/Adult_M/Animation/EmpireMagic/CA_M_EMagic_DamageDown_B,RetainOriginal,NoBakedPlaybackCoverage,,,
