SourcePackage,Destination,PlaybackDerivation,FPSNumerator,FPSDenominator,Samples,DurationSeconds,SourceSequenceLength,DilationApplied,RateScale
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PoisonGrab/AC_BigBear_E_PoisonGrab_Fail,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PoisonGrab_Fail,CompositeBake,3281250,54659,127,2.0989056,1.3699999,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PoisonGrab/AC_BigBear_E_PoisonGrab_Grab,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PoisonGrab_Grab,CompositeBake,5283325,88173,82,1.3518027,0.93,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PoisonGrab/AC_BigBear_E_PoisonGrab_Success,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PoisonGrab_Success,CompositeBake,765792,12769,344,5.7192645,5.5,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/PoisonGrab/AC_BigBear_E_PoisonGrab_Success_Turn,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_PoisonGrab_Success_Turn,CompositeBake,765792,12769,344,5.7192645,5.5,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/ReChargeRoar/AC_BigBear_E_ReChargeRoar,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_ReChargeRoar,CompositeBake,5821842,97225,184,3.0561075,4.366667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/RushAttack/AC_BigBear_E_RushAttack_Attack,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_RushAttack_Attack,CompositeBake,2554988,42609,108,1.7844166,1.7,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/RushAttack/AC_BigBear_E_RushAttack_Ready,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_RushAttack_Ready,CompositeBake,5845217,97509,89,1.4680023,1.6333333,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/ShoulderTackle_L/AC_BigBear_E_ShoulderTackle_L,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_ShoulderTackle_L,CompositeBake,4372834,72779,284,4.7100935,4.533,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/ShoulderTackle_R/AC_BigBear_E_ShoulderTackle_R,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_ShoulderTackle_R,CompositeBake,3295601,54973,266,4.420391,4.533,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/SideDodge/AC_BigBear_E_SideDodge_Del,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_SideDodge_Del,CompositeBake,30,1,4,0.1,0.1,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/SideDodge/AC_BigBear_E_SideDodge_L,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_SideDodge_L,CompositeBake,1340548,22333,124,2.0491314,1.9666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/SideDodge/AC_BigBear_E_SideDodge_R,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_SideDodge_R,CompositeBake,1340548,22333,124,2.0491314,1.9666667,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/TurnAttack_L/AC_BigBear_E_2Legs_Damage,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Damage_1a2d84f9,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/TurnAttack_L/AC_BigBear_E_TurnAttack_L,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_TurnAttack_L,CompositeBake,4371509,72717,224,3.7094493,3.5,True,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/TurnAttack_R/AC_BigBear_E_2Legs_Damage,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_2Legs_Damage_68763e5d,CompositeBake,30,1,22,0.7,0.7,False,1.0
BBQ/Content/_Kazan_/Design/Monster/Beast/BigBear_E/Skill/TurnAttack_R/AC_BigBear_E_TurnAttack_R,/Game/_Art/Enemies/Shared/Beasts/BigBear/Animations/Playback/A_EN_PLAY_AC_BigBear_E_TurnAttack_R,CompositeBake,456405,7592,224,3.7094598,3.5,True,1.0
